,,,,
letterlabel,place,desc,long,lat
Q.01.19140925.JVH.01,Den Haag,"letter; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19141005.JVH.01,Den Haag,"postcard; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19150209.JVH.01,Den Haag,"letter; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19150228.JVH.01,Den Haag,"letter; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19150413.JVH.01,Den Haag,"letter; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19150710.JVH.01,Den Haag,"letter; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19151007.JVH.01,Den Haag,"letter; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19151113.JVH.01,Den Haag,"letter; Heemskerck van Beest, Jacoba van",4.29861,52.07667
Q.01.19140115.FMA.01,Berlin,"postcard; Marc, Franz",13.41667,52.5
Q.01.19140121.FMA.01,Berlin,"letter; Marc, Franz",13.41667,52.5
Q.01.19140124.FMA.01,Berlin,"postcard; Marc, Franz",13.41667,52.5
Q.01.19140627.FMA.01,Berlin,"postcard; Marc, Franz",13.41667,52.5
Q.01.19140703.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19140807.JVH.01,Berlin,"postcard; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19140822.JVH.01,Berlin,"postcard; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19141023.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19141027.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19141105.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19141111.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150123.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150131.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150209.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150303.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150310.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150313.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150315.FMA.01,Berlin,"postcard; Marc, Franz",13.41667,52.5
Q.01.19150315.FMA.02,Berlin,"letter; Marc, Franz",13.41667,52.5
Q.01.19150413.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150517.JVH.01,Berlin,"postcard; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19150618.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151007.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151113.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151124.JVH.01,Berlin,"postcard; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151126.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151209.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151218.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151223.JVH.01,Berlin,"postcard; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19151225.JVH.01,Berlin,"letter; Heemskerck van Beest, Jacoba van",13.41667,52.5
Q.01.19140322.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19140601.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19140612.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19140703.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19140730.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19140925.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19141009.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19141105.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150123.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150131.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150209.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150217.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150303.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150323.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150328.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150413.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150517.JVH.01,Niederlande,"postcard; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150606.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150710.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150723.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19150929.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19151014.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19151126.JVH.01,Niederlande,"letter; Heemskerck van Beest, Jacoba van",5.75,52.25
Q.01.19140322.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19140601.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19140703.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19140730.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19140807.JVH.01,Domburg,"postcard; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19140820.JVH.01,Domburg,"postcard; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19140908.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19141009.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19141014.JVH.01,Domburg,"postcard; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19141016.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19141023.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150131.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150209.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150228.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150303.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150328.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150413.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150429.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150517.JVH.01,Domburg,"postcard; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19150530.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19151018.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19151113.JVH.01,Domburg,"letter; Heemskerck van Beest, Jacoba van",3.49583,51.56333
Q.01.19140322.JVH.01,Seeland (Provinz),"letter; Heemskerck van Beest, Jacoba van",3.75,51.41667
Q.01.19150131.JVH.01,Seeland (Provinz),"letter; Heemskerck van Beest, Jacoba van",3.75,51.41667
Q.01.19150209.JVH.01,Seeland (Provinz),"letter; Heemskerck van Beest, Jacoba van",3.75,51.41667
Q.01.19150217.JVH.01,Seeland (Provinz),"letter; Heemskerck van Beest, Jacoba van",3.75,51.41667
Q.01.19150530.JVH.01,Seeland (Provinz),"letter; Heemskerck van Beest, Jacoba van",3.75,51.41667
Q.01.19140514.JVH.01,Bretagne,"postcard; Heemskerck van Beest, Jacoba van",-2.83333,48.16667
Q.01.19140601.JVH.01,Bretagne,"letter; Heemskerck van Beest, Jacoba van",-2.83333,48.16667
Q.01.19140601.JVH.01,Hamburg,"letter; Heemskerck van Beest, Jacoba van",10,53.58333
Q.01.19150315.FMA.01,Hamburg,"postcard; Marc, Franz",10,53.58333
Q.01.19150315.FMA.02,Hamburg,"letter; Marc, Franz",10,53.58333
Q.01.19150413.JVH.01,Hamburg,"letter; Heemskerck van Beest, Jacoba van",10,53.58333
Q.01.19140601.JVH.01,Genf,"letter; Heemskerck van Beest, Jacoba van",6.14569,46.20222
Q.01.19140601.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19140608.FMA.01,Amsterdam,"postcard; Marc, Franz",4.88969,52.37403
Q.01.19140721.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19140925.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19141009.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19150131.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19150209.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19150308.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19150323.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19150413.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19150929.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19151018.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19151218.JVH.01,Amsterdam,"letter; Heemskerck van Beest, Jacoba van",4.88969,52.37403
Q.01.19140322.JVH.01,Paris,"letter; Heemskerck van Beest, Jacoba van",2.3488,48.85341
Q.01.19140601.JVH.01,Paris,"letter; Heemskerck van Beest, Jacoba van",2.3488,48.85341
Q.01.19140925.JVH.01,Paris,"letter; Heemskerck van Beest, Jacoba van",2.3488,48.85341
Q.01.19150123.JVH.01,Paris,"letter; Heemskerck van Beest, Jacoba van",2.3488,48.85341
Q.01.19150131.JVH.01,Paris,"letter; Heemskerck van Beest, Jacoba van",2.3488,48.85341
Q.01.19150929.JVH.01,Paris,"letter; Heemskerck van Beest, Jacoba van",2.3488,48.85341
Q.01.19140612.JVH.01,Rotterdam,"letter; Heemskerck van Beest, Jacoba van",4.47917,51.9225
Q.01.19150131.JVH.01,Rotterdam,"letter; Heemskerck van Beest, Jacoba van",4.47917,51.9225
Q.01.19150209.JVH.01,Rotterdam,"letter; Heemskerck van Beest, Jacoba van",4.47917,51.9225
Q.01.19151018.JVH.01,Rotterdam,"letter; Heemskerck van Beest, Jacoba van",4.47917,51.9225
Q.01.19140703.JVH.01,Vlissingen,"letter; Heemskerck van Beest, Jacoba van",3.57361,51.4425
Q.01.19140704.JVH.01,Vlissingen,"telegram; Heemskerck van Beest, Jacoba van",3.57361,51.4425
Q.01.19140703.JVH.01,Middelburg,"letter; Heemskerck van Beest, Jacoba van",3.61389,51.5
Q.01.19140704.JVH.01,Middelburg,"telegram; Heemskerck van Beest, Jacoba van",3.61389,51.5
Q.01.19140708.JVH.01,Middelburg,"telegram; Heemskerck van Beest, Jacoba van",3.61389,51.5
Q.01.19150209.JVH.01,Middelburg,"letter; Heemskerck van Beest, Jacoba van",3.61389,51.5
Q.01.19150530.JVH.01,Middelburg,"letter; Heemskerck van Beest, Jacoba van",3.61389,51.5
Q.01.19140820.JVH.01,Deutschland,"postcard; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19140925.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19141009.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19141016.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19141023.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19141105.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19141111.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19141219.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19150116.FMA.01,Deutschland,"militaryMail; Marc, Franz",10.5,51.5
Q.01.19150123.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19150129.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19150606.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19150824.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19151218.JVH.01,Deutschland,"letter; Heemskerck van Beest, Jacoba van",10.5,51.5
Q.01.19140908.JVH.01,Löwen,"letter; Heemskerck van Beest, Jacoba van",4.70093,50.87959
Q.01.19140925.JVH.01,Frankreich,"letter; Heemskerck van Beest, Jacoba van",2,46
Q.01.19141117.JVH.01,Frankreich,"letter; Heemskerck van Beest, Jacoba van",2,46
Q.01.19141009.JVH.01,Antwerpen,"letter; Heemskerck van Beest, Jacoba van",4.40346,51.21989
Q.01.19141023.JVH.01,Frankfurt am Main,"letter; Heemskerck van Beest, Jacoba van",8.68417,50.11552
Q.01.19151225.JVH.01,Frankfurt am Main,"letter; Heemskerck van Beest, Jacoba van",8.68417,50.11552
Q.01.19141105.JVH.01,Nordsee,"letter; Heemskerck van Beest, Jacoba van",3,55.33333
Q.01.19150217.JVH.01,Nordsee,"letter; Heemskerck van Beest, Jacoba van",3,55.33333
Q.01.19141111.JVH.01,Russland,"letter; Heemskerck van Beest, Jacoba van",100,60
Q.01.19150217.JVH.01,Russland,"letter; Heemskerck van Beest, Jacoba van",100,60
Q.01.19150606.JVH.01,Russland,"letter; Heemskerck van Beest, Jacoba van",100,60
Q.01.19150618.JVH.01,Russland,"letter; Heemskerck van Beest, Jacoba van",100,60
Q.01.19150818.JVH.01,Russland,"letter; Heemskerck van Beest, Jacoba van",100,60
Q.01.19150824.JVH.01,Russland,"letter; Heemskerck van Beest, Jacoba van",100,60
Q.01.19150929.JVH.01,Russland,"letter; Heemskerck van Beest, Jacoba van",100,60
Q.01.19141117.JVH.01,Belgien,"letter; Heemskerck van Beest, Jacoba van",4.5,50.75
Q.01.19141219.JVH.01,Polen,"letter; Heemskerck van Beest, Jacoba van",20,52
Q.01.19141219.JVH.01,England,"letter; Heemskerck van Beest, Jacoba van",-0.70312,52.16045
Q.01.19150313.JVH.01,England,"letter; Heemskerck van Beest, Jacoba van",-0.70312,52.16045
Q.01.19151007.JVH.01,England,"letter; Heemskerck van Beest, Jacoba van",-0.70312,52.16045
Q.01.19150129.JVH.01,Rumänien,"letter; Heemskerck van Beest, Jacoba van",25,46
Q.01.19150129.JVH.01,Italien,"letter; Heemskerck van Beest, Jacoba van",12.83333,42.83333
Q.01.19150313.JVH.01,Italien,"letter; Heemskerck van Beest, Jacoba van",12.83333,42.83333
Q.01.19150530.JVH.01,Italien,"letter; Heemskerck van Beest, Jacoba van",12.83333,42.83333
Q.01.19150209.JVH.01,Scheveningen,"letter; Heemskerck van Beest, Jacoba van",4.27557,52.10461
Q.01.19150209.JVH.01,Zwolle,"letter; Heemskerck van Beest, Jacoba van",6.09444,52.5125
Q.01.19150313.JVH.01,Griechenland,"letter; Heemskerck van Beest, Jacoba van",22,39
Q.01.19150321.JVH.01,Arlesheim,"letter; Heemskerck van Beest, Jacoba van",7.58733,47.51668
Q.01.19150321.JVH.01,Basel,"letter; Heemskerck van Beest, Jacoba van",7.61519,47.5669
Q.01.19150321.JVH.01,Schweiz,"letter; Heemskerck van Beest, Jacoba van",8.01427,47.00016
Q.01.19140115.FMA.01,Dresden,"postcard; Marc, Franz",13.73832,51.05089
Q.01.19140121.FMA.01,Dresden,"letter; Marc, Franz",13.73832,51.05089
Q.01.19150315.FMA.01,Dresden,"postcard; Marc, Franz",13.73832,51.05089
Q.01.19150413.JVH.01,Dresden,"letter; Heemskerck van Beest, Jacoba van",13.73832,51.05089
Q.01.19150413.JVH.01,Schweden,"letter; Heemskerck van Beest, Jacoba van",15,62
Q.01.19150624.JVH.01,Schweden,"letter; Heemskerck van Beest, Jacoba van",15,62
Q.01.19150710.JVH.01,Schweden,"letter; Heemskerck van Beest, Jacoba van",15,62
Q.01.19150530.JVH.01,Galizien,"letter; Heemskerck van Beest, Jacoba van",23,49.5
Q.01.19150615.FMA.01,Kopenhagen,"militaryMail; Marc, Franz",12.56553,55.67594
Q.01.19150618.JVH.01,Kopenhagen,"letter; Heemskerck van Beest, Jacoba van",12.56553,55.67594
Q.01.19150710.JVH.01,Stockholm,"letter; Heemskerck van Beest, Jacoba van",18.0649,59.33258
Q.01.19150723.JVH.01,Stockholm,"letter; Heemskerck van Beest, Jacoba van",18.0649,59.33258
Q.01.19150818.JVH.01,Stockholm,"letter; Heemskerck van Beest, Jacoba van",18.0649,59.33258
Q.01.19150824.JVH.01,Stockholm,"letter; Heemskerck van Beest, Jacoba van",18.0649,59.33258
Q.01.19151010.FMA.01,Stockholm,"letter; Marc, Franz",18.0649,59.33258
Q.01.19150710.JVH.01,Lublin,"letter; Heemskerck van Beest, Jacoba van",22.56667,51.25
Q.01.19150818.JVH.01,Kaunas,"letter; Heemskerck van Beest, Jacoba van",23.90961,54.90272
Q.01.19150824.JVH.01,Budapest,"letter; Heemskerck van Beest, Jacoba van",19.03991,47.49801
Q.01.19150929.JVH.01,Balkan,"letter; Heemskerck van Beest, Jacoba van",23,44
Q.01.19151007.JVH.01,Balkan,"letter; Heemskerck van Beest, Jacoba van",23,44
Q.01.19150929.JVH.01,Oranienburg,"letter; Heemskerck van Beest, Jacoba van",13.24197,52.75577
Q.01.19151007.JVH.01,Istanbul,"letter; Heemskerck van Beest, Jacoba van",28.94966,41.01384
Q.01.19151007.JVH.01,Aegypten,"letter; Heemskerck van Beest, Jacoba van",30,27
Q.01.19140115.FMA.01,Barmen,"postcard; Marc, Franz",7.19802,51.27737
Q.01.19151113.JVH.01,Brandenburg an der Havel,"letter; Heemskerck van Beest, Jacoba van",12.55,52.41667
Q.01.19151218.JVH.01,Hagen,"letter; Heemskerck van Beest, Jacoba van",7.47168,51.36081
Q.01.19140125.FMA.02,Sindelsdorf,"letter; Marc, Franz",11.33295,47.72458
Q.01.19140121.FMA.01,Giessen,"letter; Marc, Franz",8.67554,50.58727
Q.01.19140121.FMA.01,Tokio,"letter; Marc, Franz",139.69171,35.6895
Q.01.19140512.FMA.01,München,"postcard; Marc, Franz",11.57549,48.13743
Q.01.19141113.FMA.01,München,"militaryMail; Marc, Franz",11.57549,48.13743
Q.01.19151106.FMA.01,München,"postcard; Marc, Franz",11.57549,48.13743
Q.01.19140124.FMA.01,Wrocław,"postcard; Marc, Franz",17.03333,51.1
Q.01.19140414.FMA.01,Wrocław,"postcard; Marc, Franz",17.03333,51.1
Q.01.19140409.FMA.01,Ried,"postcard; Marc, Franz",11.40638,47.69185
Q.01.19140512.FMA.01,Ried,"postcard; Marc, Franz",11.40638,47.69185
Q.01.19141113.FMA.01,Ried,"militaryMail; Marc, Franz",11.40638,47.69185
Q.01.19150315.FMA.01,Ried,"postcard; Marc, Franz",11.40638,47.69185
Q.01.19150315.FMA.02,Ried,"letter; Marc, Franz",11.40638,47.69185
Q.01.19150703.FMA.01,Ried,"militaryMail; Marc, Franz",11.40638,47.69185
Q.01.19151106.FMA.01,Ried,"postcard; Marc, Franz",11.40638,47.69185
Q.01.19140409.FMA.01,Benediktbeuern,"postcard; Marc, Franz",11.41522,47.70624
Q.01.19140414.FMA.01,Tunis,"postcard; Marc, Franz",10.16579,36.81897
Q.01.19140627.FMA.01,Wilmersdorf,"postcard; Marc, Franz",13.31667,52.48333
Q.01.19140831.FMA.01,Belfort,"militaryMail; Marc, Franz",6.86667,47.63333
Q.01.19151010.FMA.01,Hartmannsweilerkopf,"letter; Marc, Franz",7.1612,47.86083
Q.01.19140125.FMA.02,Seefeld (Bayern),"letter; Marc, Franz",11.21395,48.03505
